Loss:  tensor(0.8165, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.4187, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3908, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3898, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3847, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3663, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3917, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3759, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3783, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.4012, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3453, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.4101, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3803, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3781, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3912, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3577, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.4089, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3891, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3501, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.4039, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3705, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3523, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3695, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3958, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3693, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3710, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3652, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3854, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3847, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3451, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3474, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3548, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3489, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.4046, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3689, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3552, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3690, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3835, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3476, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3569, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.4050, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3487, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3641, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3489, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3908, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3761, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3793, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.4032, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3829, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3435, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3733, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3688, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3864, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3690, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3667, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3825, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3604, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3763, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3680, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3451, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.4177, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3614, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3921, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3458, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.4308, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3741, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3863, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3783, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3483, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3571, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3488, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3974, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3790, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3855, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3536, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3808, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3756, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3684, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3880, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3680, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3408, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3869, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3591, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3457, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3306, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3758, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3505, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.4047, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3833, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3992, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3510, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3685, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3731, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3973, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3886, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3685, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3533, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3659, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3799, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3565, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3250, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.4106, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3584, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.4313, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3828, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3884, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3705, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3508, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3819, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3573, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3440, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3408, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3486, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3890, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3482, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3889, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3914, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.4031, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3782, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3423, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3607, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3886, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3750, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3404, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3669, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3496, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3553, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.4023, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3855, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3405, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3722, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3431, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3716, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3401, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3821, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3617, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3711, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3733, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3765, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3760, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3931, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3841, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3871, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3623, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3537, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3665, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3732, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3742, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3938, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3629, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3572, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3436, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3689, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3913, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3511, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3694, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3509, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3912, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3688, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.4032, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3837, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3574, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3520, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3419, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3501, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3566, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3573, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3855, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3808, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3833, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3664, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3753, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3552, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3612, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3914, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3545, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3706, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3609, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3722, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3645, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3763, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3617, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.4036, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3972, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3819, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3742, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3729, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3494, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3787, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3551, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3669, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3957, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3407, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.4078, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3730, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3712, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3814, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3514, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.4033, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3819, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3455, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3981, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3647, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3476, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3616, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3892, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3625, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3654, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3573, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3791, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3791, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3442, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3438, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3493, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3450, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.4021, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3651, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3525, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3666, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3796, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3394, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3514, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.4012, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3460, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3604, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3449, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3872, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3716, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3757, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.4020, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3803, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3430, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3720, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3662, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3829, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3658, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3633, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3773, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3581, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3746, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3656, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3436, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.4141, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3565, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3897, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3406, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.4248, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3688, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3839, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3768, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3478, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3553, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3467, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3939, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3777, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3840, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3507, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3773, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3729, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3660, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3851, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3662, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3393, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3841, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3547, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3435, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3278, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3718, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3468, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3998, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3811, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3972, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3493, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3665, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3721, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3957, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3879, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3676, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3519, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3645, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3785, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3545, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3237, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.4083, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3544, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.4280, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3791, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3875, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3695, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3494, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3809, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3556, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3429, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3393, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3473, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3872, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3459, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3875, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3902, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.4019, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3769, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3417, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3597, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3874, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3741, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3401, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3657, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3484, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3539, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.4008, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3844, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3383, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3696, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3404, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3696, device='cuda:0', grad_fn=<MeanBackward0>)
