Loss:  tensor(0.5736, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2573, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2664, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2442, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2683, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2653, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2559, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2537, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2882, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2536, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2688, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2546, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2486, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2415, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2837, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2999, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2517, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2386, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2904, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2510, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2259, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2350, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2751, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2976, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2509, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2565, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2444, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2904, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2851, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2439, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2273, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2745, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2414, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2689, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2606, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2295, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2836, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2700, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2527, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2736, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2838, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2582, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2493, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2423, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2695, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2607, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2436, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2824, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2663, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2454, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2610, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2802, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2391, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2914, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2402, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2438, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2546, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2799, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2578, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2385, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2403, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2428, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2367, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2227, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2711, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2569, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2656, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2305, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3219, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2551, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2748, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2645, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2917, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2679, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2429, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2407, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2598, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2576, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2415, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2798, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2608, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3019, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2536, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2979, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2618, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2521, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2590, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2376, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2718, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2489, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2535, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2784, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2450, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2529, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2212, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2332, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2497, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3134, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2477, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2366, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3201, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2726, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2656, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2564, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2598, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2879, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2640, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2633, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2216, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2822, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2435, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2918, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2602, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2455, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2365, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2477, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2523, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2231, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2406, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2493, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2670, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2747, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2392, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2441, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2784, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2673, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2640, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2856, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3029, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2680, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2552, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2733, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2440, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2353, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2307, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2664, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2725, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2765, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2761, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2529, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2386, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2420, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2754, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2375, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2488, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2470, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2441, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2630, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2579, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3025, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2510, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.3066, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2619, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2168, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2738, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2553, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2274, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2518, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2680, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2489, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2152, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2578, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2802, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2435, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2273, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2722, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.2663, device='cuda:0', grad_fn=<MeanBackward0>)
