Iteration:  0   Loss:  tensor(0.0390, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  68   Loss:  tensor(0.0249, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  69   Loss:  tensor(0.0232, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  70   Loss:  tensor(0.0288, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  71   Loss:  tensor(0.0242, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  72   Loss:  tensor(0.0248, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  73   Loss:  tensor(0.0208, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  74   Loss:  tensor(0.0246, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  75   Loss:  tensor(0.0276, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  76   Loss:  tensor(0.0224, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  77   Loss:  tensor(0.0266, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  78   Loss:  tensor(0.0253, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  79   Loss:  tensor(0.0275, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  80   Loss:  tensor(0.0274, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  81   Loss:  tensor(0.0271, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  82   Loss:  tensor(0.0248, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  83   Loss:  tensor(0.0243, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  84   Loss:  tensor(0.0247, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  85   Loss:  tensor(0.0251, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  86   Loss:  tensor(0.0252, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  87   Loss:  tensor(0.0256, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  88   Loss:  tensor(0.0231, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  89   Loss:  tensor(0.0275, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  90   Loss:  tensor(0.0267, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  0   Loss:  tensor(0.0253, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  1   Loss:  tensor(0.0261, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  2   Loss:  tensor(0.0226, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  3   Loss:  tensor(0.0235, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  4   Loss:  tensor(0.0230, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  5   Loss:  tensor(0.0213, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  6   Loss:  tensor(0.0248, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  7   Loss:  tensor(0.0209, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  8   Loss:  tensor(0.0209, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  9   Loss:  tensor(0.0227, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  10   Loss:  tensor(0.0237, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  11   Loss:  tensor(0.0232, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  12   Loss:  tensor(0.0258, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  13   Loss:  tensor(0.0263, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  14   Loss:  tensor(0.0253, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  15   Loss:  tensor(0.0231, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  16   Loss:  tensor(0.0237, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  17   Loss:  tensor(0.0208, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  18   Loss:  tensor(0.0226, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  19   Loss:  tensor(0.0244, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  20   Loss:  tensor(0.0222, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  21   Loss:  tensor(0.0200, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  22   Loss:  tensor(0.0208, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  23   Loss:  tensor(0.0217, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  24   Loss:  tensor(0.0230, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  25   Loss:  tensor(0.0240, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  26   Loss:  tensor(0.0227, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  27   Loss:  tensor(0.0207, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  28   Loss:  tensor(0.0249, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  29   Loss:  tensor(0.0247, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  30   Loss:  tensor(0.0237, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  31   Loss:  tensor(0.0234, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  32   Loss:  tensor(0.0252, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  33   Loss:  tensor(0.0183, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  34   Loss:  tensor(0.0186, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  35   Loss:  tensor(0.0182, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  36   Loss:  tensor(0.0239, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  37   Loss:  tensor(0.0223, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  38   Loss:  tensor(0.0239, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  39   Loss:  tensor(0.0203, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  40   Loss:  tensor(0.0226, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  41   Loss:  tensor(0.0244, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  42   Loss:  tensor(0.0201, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  43   Loss:  tensor(0.0219, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  44   Loss:  tensor(0.0203, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  45   Loss:  tensor(0.0230, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  46   Loss:  tensor(0.0181, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  47   Loss:  tensor(0.0198, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  48   Loss:  tensor(0.0217, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  49   Loss:  tensor(0.0196, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  50   Loss:  tensor(0.0200, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  51   Loss:  tensor(0.0227, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  52   Loss:  tensor(0.0216, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  53   Loss:  tensor(0.0189, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  54   Loss:  tensor(0.0186, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  55   Loss:  tensor(0.0184, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  56   Loss:  tensor(0.0223, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  57   Loss:  tensor(0.0215, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  58   Loss:  tensor(0.0203, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  59   Loss:  tensor(0.0185, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  60   Loss:  tensor(0.0198, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  61   Loss:  tensor(0.0204, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  62   Loss:  tensor(0.0218, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  63   Loss:  tensor(0.0181, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  64   Loss:  tensor(0.0188, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  65   Loss:  tensor(0.0189, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  66   Loss:  tensor(0.0204, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  67   Loss:  tensor(0.0220, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  68   Loss:  tensor(0.0206, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  69   Loss:  tensor(0.0175, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  70   Loss:  tensor(0.0211, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  71   Loss:  tensor(0.0182, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  72   Loss:  tensor(0.0177, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  73   Loss:  tensor(0.0176, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  74   Loss:  tensor(0.0189, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  75   Loss:  tensor(0.0210, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  76   Loss:  tensor(0.0169, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  77   Loss:  tensor(0.0211, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  78   Loss:  tensor(0.0181, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  79   Loss:  tensor(0.0198, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  80   Loss:  tensor(0.0193, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  81   Loss:  tensor(0.0198, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  82   Loss:  tensor(0.0192, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  83   Loss:  tensor(0.0203, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  84   Loss:  tensor(0.0205, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  85   Loss:  tensor(0.0196, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  86   Loss:  tensor(0.0199, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  87   Loss:  tensor(0.0212, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  88   Loss:  tensor(0.0193, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  89   Loss:  tensor(0.0202, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  90   Loss:  tensor(0.0190, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  0   Loss:  tensor(0.0200, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  1   Loss:  tensor(0.0195, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  2   Loss:  tensor(0.0167, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  3   Loss:  tensor(0.0205, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  4   Loss:  tensor(0.0174, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  5   Loss:  tensor(0.0185, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  6   Loss:  tensor(0.0202, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  7   Loss:  tensor(0.0178, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  8   Loss:  tensor(0.0178, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  9   Loss:  tensor(0.0196, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  10   Loss:  tensor(0.0211, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  11   Loss:  tensor(0.0184, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  12   Loss:  tensor(0.0202, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  13   Loss:  tensor(0.0205, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  14   Loss:  tensor(0.0199, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  15   Loss:  tensor(0.0196, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  16   Loss:  tensor(0.0187, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  17   Loss:  tensor(0.0186, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  18   Loss:  tensor(0.0212, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  19   Loss:  tensor(0.0180, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  20   Loss:  tensor(0.0188, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  21   Loss:  tensor(0.0155, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  22   Loss:  tensor(0.0174, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  23   Loss:  tensor(0.0179, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  24   Loss:  tensor(0.0173, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  25   Loss:  tensor(0.0186, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  26   Loss:  tensor(0.0183, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  27   Loss:  tensor(0.0172, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  28   Loss:  tensor(0.0200, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  29   Loss:  tensor(0.0209, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  30   Loss:  tensor(0.0195, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  31   Loss:  tensor(0.0202, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  32   Loss:  tensor(0.0196, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  33   Loss:  tensor(0.0167, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  34   Loss:  tensor(0.0167, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  35   Loss:  tensor(0.0178, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  36   Loss:  tensor(0.0203, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  37   Loss:  tensor(0.0183, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  38   Loss:  tensor(0.0187, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  39   Loss:  tensor(0.0170, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  40   Loss:  tensor(0.0204, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  41   Loss:  tensor(0.0184, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  42   Loss:  tensor(0.0190, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  43   Loss:  tensor(0.0177, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  44   Loss:  tensor(0.0166, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  45   Loss:  tensor(0.0186, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  46   Loss:  tensor(0.0161, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  47   Loss:  tensor(0.0172, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  48   Loss:  tensor(0.0189, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  49   Loss:  tensor(0.0169, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  50   Loss:  tensor(0.0180, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  51   Loss:  tensor(0.0189, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  52   Loss:  tensor(0.0172, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  53   Loss:  tensor(0.0180, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  54   Loss:  tensor(0.0174, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  55   Loss:  tensor(0.0153, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  56   Loss:  tensor(0.0194, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  57   Loss:  tensor(0.0178, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  58   Loss:  tensor(0.0187, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  59   Loss:  tensor(0.0173, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  60   Loss:  tensor(0.0155, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  61   Loss:  tensor(0.0185, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  62   Loss:  tensor(0.0184, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  63   Loss:  tensor(0.0145, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  64   Loss:  tensor(0.0181, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  65   Loss:  tensor(0.0188, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  66   Loss:  tensor(0.0190, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  67   Loss:  tensor(0.0195, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  68   Loss:  tensor(0.0151, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  69   Loss:  tensor(0.0146, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  70   Loss:  tensor(0.0195, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  71   Loss:  tensor(0.0151, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  72   Loss:  tensor(0.0165, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  73   Loss:  tensor(0.0138, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  74   Loss:  tensor(0.0168, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  75   Loss:  tensor(0.0207, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  76   Loss:  tensor(0.0139, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  77   Loss:  tensor(0.0189, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  78   Loss:  tensor(0.0171, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  79   Loss:  tensor(0.0172, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  80   Loss:  tensor(0.0186, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  81   Loss:  tensor(0.0185, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  82   Loss:  tensor(0.0178, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  83   Loss:  tensor(0.0185, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  84   Loss:  tensor(0.0187, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  85   Loss:  tensor(0.0181, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  86   Loss:  tensor(0.0173, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  87   Loss:  tensor(0.0185, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  88   Loss:  tensor(0.0183, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  89   Loss:  tensor(0.0186, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  90   Loss:  tensor(0.0182, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  0   Loss:  tensor(0.0178, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  1   Loss:  tensor(0.0169, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  2   Loss:  tensor(0.0150, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  3   Loss:  tensor(0.0166, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  4   Loss:  tensor(0.0186, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  5   Loss:  tensor(0.0148, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  6   Loss:  tensor(0.0175, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  7   Loss:  tensor(0.0141, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  8   Loss:  tensor(0.0145, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  9   Loss:  tensor(0.0165, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  10   Loss:  tensor(0.0199, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  11   Loss:  tensor(0.0182, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  12   Loss:  tensor(0.0196, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  13   Loss:  tensor(0.0187, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  14   Loss:  tensor(0.0185, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  15   Loss:  tensor(0.0165, device='cuda:0', grad_fn=<MseLossBackward0>)
Iteration:  16   Loss:  tensor(0.0180, device='cuda:0', grad_fn=<MseLossBackward0>)
