Loss:  tensor(0.3054, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1092, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1215, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1085, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1165, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1074, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1083, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1133, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1153, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1239, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1088, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1266, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1147, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1085, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1138, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1075, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1200, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1186, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1128, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1106, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1078, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1193, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1039, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1192, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1236, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1206, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1278, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1132, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1158, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1238, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1261, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1154, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1107, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1138, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1154, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1143, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1097, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1207, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1391, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1272, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1133, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1239, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1115, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1088, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1188, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1053, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1203, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1076, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1215, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1284, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1208, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1057, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1111, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1187, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1117, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1253, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1180, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1121, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1082, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1389, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1138, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1198, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1043, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1058, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1109, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1277, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1219, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1148, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1145, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1273, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1199, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1196, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1168, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1150, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1085, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1080, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1093, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1067, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1194, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1077, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1028, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1170, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.0979, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1114, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1181, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1063, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1033, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1092, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1187, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1049, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1071, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1247, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1015, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1191, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1219, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1023, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1079, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1065, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1074, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1008, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1028, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1067, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1092, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1098, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1166, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1007, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1297, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1053, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1126, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1010, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1166, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1136, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1124, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1131, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.0971, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1138, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1182, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1185, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1129, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1054, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1121, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1171, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1189, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1169, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1127, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1053, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1123, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1174, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1083, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1059, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1201, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1287, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1218, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1294, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1149, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1071, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1055, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1081, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.0955, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1138, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1150, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1168, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1045, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1119, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1152, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1120, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1226, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1029, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1101, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1257, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1101, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1297, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1216, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1197, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.0988, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1088, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1111, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1230, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1434, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1179, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1049, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1190, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1260, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1062, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1051, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1136, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1282, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1162, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1069, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1137, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1268, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1156, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1137, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1049, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1168, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1015, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1118, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1104, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1022, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1238, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1066, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1110, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1094, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1183, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1098, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1024, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1011, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1077, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1196, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1075, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1169, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1163, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1043, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1100, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1190, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1073, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1150, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1197, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1212, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1054, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1213, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1060, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1006, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1082, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1051, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1027, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1025, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1052, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1190, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1107, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1052, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1281, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1069, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1210, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1184, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1175, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1103, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1165, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1094, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1121, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1054, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1191, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1131, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1264, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1143, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1212, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1078, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1180, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1068, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.0964, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1164, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1148, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1050, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1135, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1219, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1045, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1127, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.0987, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1084, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1296, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1286, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1205, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1093, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1218, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1193, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1131, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1106, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1290, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1279, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1105, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1149, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1095, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1153, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1135, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1239, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1040, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1197, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1208, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1141, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1086, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1229, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1021, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1098, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1068, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1057, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1130, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1068, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1319, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1087, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1265, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1409, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1185, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1084, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1242, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1189, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1025, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1080, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1111, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1184, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1102, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1169, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1119, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1177, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1069, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1115, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1057, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1137, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1106, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1072, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1158, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1181, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1257, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1139, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1088, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1116, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1196, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1096, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1056, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1045, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1085, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1116, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1035, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1096, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.0947, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1216, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1165, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1112, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1049, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1100, device='cuda:0', grad_fn=<MeanBackward0>)
Loss:  tensor(0.1073, device='cuda:0', grad_fn=<MeanBackward0>)
